,name,city,content,score,date
34,凌睿,江苏南京,《邪不压正》表面上非常大男子主义，其实处处体现出对女性的尊重。关巧红和唐凤仪都是很女权的角色，关巧红拒绝缠足，尝试像普通人一样奔跑，坚决要和男人享有同等的地位，这是她自食其力、自力更生，尝试做一个独立新女性的体现；而唐凤仪当众扇朱潜龙耳光，后来又一言不合就甩了朱潜龙，大胆追求李天然而不在乎他人眼光。她的身体完全由自己的灵魂主宰，她完全是自己的主人，不是男人的附庸，也不做他人的小妾。她的女性自我意识已经全然觉醒。女性角色如此强硬、独立、自主的一部电影，怎能叫直男癌呢？姜文曾说过，他的电影里真正的英雄都是女人，男人是靠她们的锤炼才得以成长。《阳光灿烂的日子》的马小军是如此，《邪不压正》的李天然也是如此。,推荐,2018-07-13
35,剑神弹棉花,北京,劈头盖脸的荷尔蒙，爷们的，和大美妞儿的。黑色幽默满天飞，童真暴力喷满屏，杀死比尔+时光旅行者的妻子既视感。这一次的姜文，除了荒诞解构的鬼才本色，还为地球人端上了一道浪漫到又湿又硬的温柔大餐。,力荐,2018-07-09
36,皮革业,北京,肯定又会冒出不少解读党，讲师父跟这俩徒弟代表着谁谁谁，蓝爸爸下的是怎样的一盘大棋，这日本人的印盖左屁股上是什么意思，盖右屁股又代表什么……用这样的姿势来重述近代史，跟太监谈做爱又有多大的区别呢？当然蓝爸爸肯定得说这他妈全是误读，我就想给我儿子讲个故事。另外，看见屁股就吹“真荷尔蒙”的那拨二缺，这顿泔水馅儿饺子还真就是给你们包的。,较差,2018-07-13
37,LOOK,上海,打比方的话是把叙事文给写成了议论文，但叙事文的架子还在，这就比较难看了 2.5,较差,2018-07-13
38,Y.Phoenix,北京,很电影，很姜文。在昆丁式的古典复仇黑色幽默里加入了姜文独有的历史文化韵味、人情味、和对台词的讲究。天堂在上，刀剑在下，幽默在表，孤独在里。从找爸爸到自己成为爸爸，是李天然的成长，也是中国的成长。刀枪不入、飞檐走壁、裸奔、盖戳，是所有少年的爽点。独立还是依附，是所有少女的痛点。,力荐,2018-07-13
39,时间之葬,北京,有一种单纯天真的浪漫，一种玩世不恭的深情，一种参透世事的荒诞,力荐,2018-07-09
40,文白,广东广州,十几年前，姜文拍了另一部抗日的电影，叫鬼子来了……,较差,2018-07-13
41,内陆飞鱼,云南昆明,又名《杀死那个太监影评人》，是不是不夸姜文电影的影评人都是太监呢？史航好意思吗，好歹也是前影评人，节操呢。冯小刚曾说自己跟影评人势不两立，姜文心底可能也是这样想的，只是不好直说，借电影隔空表达。 所以，被有幸邀请参加首映礼的盆友们，你们不觉得受辱吗？一点车马费，你们就不是太监了？,还行,2018-07-13
42,宇小敏,北京,保护好姜文啊。全中国就剩这么一个还在用电影讲电影的导演啦。一声枪响，一个枪洞，三点血，一个然字成了，比亲眼看廖凡倒地可是爽多了。,力荐,2018-07-13
43,MadRain,上海,不管是彭于晏的屁股，还是许晴的屁股，都没有成功的把我的屁股留在影院的座位上。,较差,2018-07-13
44,凌睿,江苏南京,《邪不压正》表面上非常大男子主义，其实处处体现出对女性的尊重。关巧红和唐凤仪都是很女权的角色，关巧红拒绝缠足，尝试像普通人一样奔跑，坚决要和男人享有同等的地位，这是她自食其力、自力更生，尝试做一个独立新女性的体现；而唐凤仪当众扇朱潜龙耳光，后来又一言不合就甩了朱潜龙，大胆追求李天然而不在乎他人眼光。她的身体完全由自己的灵魂主宰，她完全是自己的主人，不是男人的附庸，也不做他人的小妾。她的女性自我意识已经全然觉醒。女性角色如此强硬、独立、自主的一部电影，怎能叫直男癌呢？姜文曾说过，他的电影里真正的英雄都是女人，男人是靠她们的锤炼才得以成长。《阳光灿烂的日子》的马小军是如此，《邪不压正》的李天然也是如此。,推荐,2018-07-13
45,剑神弹棉花,北京,劈头盖脸的荷尔蒙，爷们的，和大美妞儿的。黑色幽默满天飞，童真暴力喷满屏，杀死比尔+时光旅行者的妻子既视感。这一次的姜文，除了荒诞解构的鬼才本色，还为地球人端上了一道浪漫到又湿又硬的温柔大餐。,力荐,2018-07-09
46,皮革业,北京,肯定又会冒出不少解读党，讲师父跟这俩徒弟代表着谁谁谁，蓝爸爸下的是怎样的一盘大棋，这日本人的印盖左屁股上是什么意思，盖右屁股又代表什么……用这样的姿势来重述近代史，跟太监谈做爱又有多大的区别呢？当然蓝爸爸肯定得说这他妈全是误读，我就想给我儿子讲个故事。另外，看见屁股就吹“真荷尔蒙”的那拨二缺，这顿泔水馅儿饺子还真就是给你们包的。,较差,2018-07-13
47,LOOK,上海,打比方的话是把叙事文给写成了议论文，但叙事文的架子还在，这就比较难看了 2.5,较差,2018-07-13
48,Y.Phoenix,北京,很电影，很姜文。在昆丁式的古典复仇黑色幽默里加入了姜文独有的历史文化韵味、人情味、和对台词的讲究。天堂在上，刀剑在下，幽默在表，孤独在里。从找爸爸到自己成为爸爸，是李天然的成长，也是中国的成长。刀枪不入、飞檐走壁、裸奔、盖戳，是所有少年的爽点。独立还是依附，是所有少女的痛点。,力荐,2018-07-13
49,时间之葬,北京,有一种单纯天真的浪漫，一种玩世不恭的深情，一种参透世事的荒诞,力荐,2018-07-09
50,万古,陕西西安,演技没得夸的时候我们就开始夸肉体。,较差,2018-07-13
51,把噗,北京,感觉自己是猪，被喂了一顿饺子🥟。,较差,2018-07-13
52,刘小黛,江苏无锡,有个曾经的姜粉朋友说过，姜文选择娶了周韵，就决定了他今后的审美走向。半文不白台词中间出现个C'est la vie？好吧你说这是邪典、意趣，可是这么飞檐走壁半天，动作很酷打杀迅猛，没有一个人物立得住。属于看了不太爽也没太能记住的。张北海《侠隐》原著没看过，史航的角色莫名其妙。,较差,2018-07-13
53,angelcandy92,关注此人,混乱、荒诞，故事支线太多、剧情生硬，仿佛又看了一遍一步之遥，周韵的女神范儿看多了有点腻,较差,2018-07-13
54,西楼尘,江苏苏州,为吃醋做一顿饺子，为贺礼烧一座烟房，饺子没吃到嘴里，鸦片迷醉进鼻腔。为不老打一管针剂，为隐形做一件衣裳，不老却主动求死，隐形却光着皮囊。汉奸跪在地上如狗，侠客飞上屋檐如鸽，谁睡在丧钟里不醒，谁僵在火海里失声。躲得过爱情的子弹，拔不掉仇恨的齿牙，北平本是一座孤岛，海水退去便是江湖。,推荐,2018-07-14
55,凌子寒,四川成都,热评除了“很姜文”愣是憋不出别的词了？看出来了，尬吹可为难死你们了，手动白眼。一步之遥大家都骂但我喜欢 给了四星，这部把廖凡放错了地方，彭于晏更是负分演技，半星都不想给，走你,很差,2018-07-13
56,胤祥,北京,连「一步之遥」都不如……文文这戏拍的，一不小心以为是郭德纲呢，说相声不也是站着挣钱不是？心思都拿去琢磨台词了，挠观众笑真的就没啥劲了。彭于晏这个选角就离谱得很，里外透着尬，剪的又上气不接下气，以至于大路货到家的音乐显得还不错。也没办法，谁让「太阳照常升起」跪得那么惨。,较差,2018-07-13
57,孔鲤,北京,伟大而血腥的第三共和国的诞生记！从张麻子骑着马追赶火车，到这一部姜文演的角色对廖凡演的角色说，我说过我会追上你的车，一个完整的环。黑隐喻信手拈来，还是那句话，别放在民国北洋看，放在今天看，你就知道那个杀了师父又把师父供起来当神的人黑的是谁了。,力荐,2018-07-11
58,二十二岛主,北京,绝非《一步之遥2.0》，故事本有着明晰的主线和正邪二元论，偏偏加入了蓝青峰一角搅混了这趟水，就像姜文之于中国电影:虽然牙被一颗颗拔掉，但仍保持着童真和勇气。台词中满是私人化的肆意与想象，这种方式只怕普通观众还是难以接受。作为8年的姜文粉丝，欣慰他并未姜郎才尽。怼影评人一段最佳。,推荐,2018-07-10
59,Keeko,Aland Islands,风格依然很姜文，但放下天然好感滤镜，这样的镜头叙事无法掩盖单薄的剧情。感觉姜文一部不如一部了，可惜。,较差,2018-07-13
60,万古,陕西西安,演技没得夸的时候我们就开始夸肉体。,较差,2018-07-13
61,把噗,北京,感觉自己是猪，被喂了一顿饺子🥟。,较差,2018-07-13
62,刘小黛,江苏无锡,有个曾经的姜粉朋友说过，姜文选择娶了周韵，就决定了他今后的审美走向。半文不白台词中间出现个C'est la vie？好吧你说这是邪典、意趣，可是这么飞檐走壁半天，动作很酷打杀迅猛，没有一个人物立得住。属于看了不太爽也没太能记住的。张北海《侠隐》原著没看过，史航的角色莫名其妙。,较差,2018-07-13
63,angelcandy92,关注此人,混乱、荒诞，故事支线太多、剧情生硬，仿佛又看了一遍一步之遥，周韵的女神范儿看多了有点腻,较差,2018-07-13
64,西楼尘,江苏苏州,为吃醋做一顿饺子，为贺礼烧一座烟房，饺子没吃到嘴里，鸦片迷醉进鼻腔。为不老打一管针剂，为隐形做一件衣裳，不老却主动求死，隐形却光着皮囊。汉奸跪在地上如狗，侠客飞上屋檐如鸽，谁睡在丧钟里不醒，谁僵在火海里失声。躲得过爱情的子弹，拔不掉仇恨的齿牙，北平本是一座孤岛，海水退去便是江湖。,推荐,2018-07-14
65,凌子寒,四川成都,热评除了“很姜文”愣是憋不出别的词了？看出来了，尬吹可为难死你们了，手动白眼。一步之遥大家都骂但我喜欢 给了四星，这部把廖凡放错了地方，彭于晏更是负分演技，半星都不想给，走你,很差,2018-07-13
66,胤祥,北京,连「一步之遥」都不如……文文这戏拍的，一不小心以为是郭德纲呢，说相声不也是站着挣钱不是？心思都拿去琢磨台词了，挠观众笑真的就没啥劲了。彭于晏这个选角就离谱得很，里外透着尬，剪的又上气不接下气，以至于大路货到家的音乐显得还不错。也没办法，谁让「太阳照常升起」跪得那么惨。,较差,2018-07-13
67,孔鲤,北京,伟大而血腥的第三共和国的诞生记！从张麻子骑着马追赶火车，到这一部姜文演的角色对廖凡演的角色说，我说过我会追上你的车，一个完整的环。黑隐喻信手拈来，还是那句话，别放在民国北洋看，放在今天看，你就知道那个杀了师父又把师父供起来当神的人黑的是谁了。,力荐,2018-07-11
68,二十二岛主,北京,绝非《一步之遥2.0》，故事本有着明晰的主线和正邪二元论，偏偏加入了蓝青峰一角搅混了这趟水，就像姜文之于中国电影:虽然牙被一颗颗拔掉，但仍保持着童真和勇气。台词中满是私人化的肆意与想象，这种方式只怕普通观众还是难以接受。作为8年的姜文粉丝，欣慰他并未姜郎才尽。怼影评人一段最佳。,推荐,2018-07-10
69,Keeko,Aland Islands,风格依然很姜文，但放下天然好感滤镜，这样的镜头叙事无法掩盖单薄的剧情。感觉姜文一部不如一部了，可惜。,较差,2018-07-13
70,小烨,北京,姜文大概是目前国内最会玩黑色幽默的导演，荒诞悲情又浪漫。即便生逢乱世、身不由己，也要穿最好的大褂、喝最烈的酒、飞最高的屋顶、杀最恨的人。喜欢许晴饰演的唐凤仪，美丽妖娆，媚眼如丝，既有风情又有豪情，一位乱世佳人，终究是被时代辜负了。,力荐,2018-07-06
71,无耻不混蛋,北京,姜文拍了半部“爽片”，生理爽，心理不爽。用一句话概括《邪不压正》，就是：这是一个教育男孩是寻找爸爸，还是自己成为爸爸的故事。至于姜文呢？这一次，圆了一个所有男孩，在屋顶上飞并且是裸体飞并且是跑酷并且刀枪不入的梦想。顺带，再一次，用影像表白了他对周韵的迷恋。,还行,2018-07-11
72,Laa-laa,北京,故事肤浅平庸，人物设定尴尬，全靠许晴彭于晏露肉和几句咸湿的台词造噱头，让开心麻花来拍也挺合适厚。正常标准可以给三星，但是一会儿cue观众是猪不配吃饺子，一会儿暗示影评人都是太监，稍有自尊的观众都别跪着送钱惹。姜导和他老婆是全片唯二头脑清醒的角色，这么优秀怎么不去演二人转呢？,较差,2018-07-13
73,阿德,北京,二刷改五星！前半部分确实更好更惊艳，后半部分虽然有点散，但她依然是一部典型的姜文电影，就像屋顶上放飞自我的彭于晏，姜文忠于自己的表达，而我也乐于沉醉在导演的电影世界。,推荐,2018-07-13
74,萨库拉,香港,为什么人年纪越大越躁郁。你可以躁，可以狂，但牺牲了人物、情感、逻辑甚至故事的时候，观众很难参与进这种自娱自乐的游戏。可惜了《侠隐》，给李安拍就好了。,较差,2018-07-13
75,王大根,北京,又是那种主角非得把自己的前尘往事、所思所想、行为动机全用翻译腔台词反反复复倾诉出来的故事，彭于晏所有穿着衣服的表演都是难以忍受的，不穿衣服的时候我还能勉强转移一下关注点。电影中段且专门见缝插针地损了一下影评人，怎么还没迈过这坎儿啊……,还行,2018-07-13
76,star包包,江苏常州,选角 不一定要当红小生  姜导的意思 看懂的就是我的人。看不懂的 就不懂他的电影 所以 你老大我们买单吗,较差,2018-07-13
77,仲山奥理,重庆,姜还是老的辣，姜文能让他的老婆周韵成为彭于晏的恋人（万千少男少女的梦想啊），也能让彭于晏成为在房顶上裸奔的荷尔蒙（此处舔屏），廖凡和许晴的化学反应好浓烈，许晴真是太骚了，但是骚得很高级，浑身柔骨，魅惑风情，在她的演绎下，“骚”变成了一种文化，值得我们这些小骚比好好学习！,还行,2018-07-11
78,蜉蝣,北京,前三分之一观感非常好，利落极了。从钟楼戏开始渐渐垮掉，节奏奇怪，删减痕迹重，变成了只会积蓄能力爆发情节不会有调理讲故事的偏门。细节太多，需要看好几遍才能理清线索…（二刷改成四星了）,推荐,2018-07-11
79,杨孝贤,北京,我看了这种电影，能换回十个人不看，就算我没有白看。,较差,2018-07-13
80,小烨,北京,姜文大概是目前国内最会玩黑色幽默的导演，荒诞悲情又浪漫。即便生逢乱世、身不由己，也要穿最好的大褂、喝最烈的酒、飞最高的屋顶、杀最恨的人。喜欢许晴饰演的唐凤仪，美丽妖娆，媚眼如丝，既有风情又有豪情，一位乱世佳人，终究是被时代辜负了。,力荐,2018-07-06
81,无耻不混蛋,北京,姜文拍了半部“爽片”，生理爽，心理不爽。用一句话概括《邪不压正》，就是：这是一个教育男孩是寻找爸爸，还是自己成为爸爸的故事。至于姜文呢？这一次，圆了一个所有男孩，在屋顶上飞并且是裸体飞并且是跑酷并且刀枪不入的梦想。顺带，再一次，用影像表白了他对周韵的迷恋。,还行,2018-07-11
82,Laa-laa,北京,故事肤浅平庸，人物设定尴尬，全靠许晴彭于晏露肉和几句咸湿的台词造噱头，让开心麻花来拍也挺合适厚。正常标准可以给三星，但是一会儿cue观众是猪不配吃饺子，一会儿暗示影评人都是太监，稍有自尊的观众都别跪着送钱惹。姜导和他老婆是全片唯二头脑清醒的角色，这么优秀怎么不去演二人转呢？,较差,2018-07-13
83,阿德,北京,二刷改五星！前半部分确实更好更惊艳，后半部分虽然有点散，但她依然是一部典型的姜文电影，就像屋顶上放飞自我的彭于晏，姜文忠于自己的表达，而我也乐于沉醉在导演的电影世界。,推荐,2018-07-13
84,萨库拉,香港,为什么人年纪越大越躁郁。你可以躁，可以狂，但牺牲了人物、情感、逻辑甚至故事的时候，观众很难参与进这种自娱自乐的游戏。可惜了《侠隐》，给李安拍就好了。,较差,2018-07-13
85,王大根,北京,又是那种主角非得把自己的前尘往事、所思所想、行为动机全用翻译腔台词反反复复倾诉出来的故事，彭于晏所有穿着衣服的表演都是难以忍受的，不穿衣服的时候我还能勉强转移一下关注点。电影中段且专门见缝插针地损了一下影评人，怎么还没迈过这坎儿啊……,还行,2018-07-13
86,star包包,江苏常州,选角 不一定要当红小生  姜导的意思 看懂的就是我的人。看不懂的 就不懂他的电影 所以 你老大我们买单吗,较差,2018-07-13
87,仲山奥理,重庆,姜还是老的辣，姜文能让他的老婆周韵成为彭于晏的恋人（万千少男少女的梦想啊），也能让彭于晏成为在房顶上裸奔的荷尔蒙（此处舔屏），廖凡和许晴的化学反应好浓烈，许晴真是太骚了，但是骚得很高级，浑身柔骨，魅惑风情，在她的演绎下，“骚”变成了一种文化，值得我们这些小骚比好好学习！,还行,2018-07-11
88,蜉蝣,北京,前三分之一观感非常好，利落极了。从钟楼戏开始渐渐垮掉，节奏奇怪，删减痕迹重，变成了只会积蓄能力爆发情节不会有调理讲故事的偏门。细节太多，需要看好几遍才能理清线索…（二刷改成四星了）,推荐,2018-07-11
89,杨孝贤,北京,我看了这种电影，能换回十个人不看，就算我没有白看。,较差,2018-07-13
90,俏皮面,北京,这个不是《一步之遥》2.0，这个不如《一步之遥》,还行,2018-07-13
91,哟大豪爷,北京,这部才是姜文所有片子里最需要放开了解读的,力荐,2018-07-11
92,老晃,北京,这部电影，注定将洗去此前你对老北平所有的，粗心大意的幻想～姜文最温柔的电影,力荐,2018-07-09
93,哼哼.不二.竺,黑龙江哈尔滨,姜文！别再他妈这么玩儿了，快成电影圈的周杰伦了。,较差,2018-07-13
94,大奇特(Grinch),北京,两星半，小说的“侠隐”一语双关，既是天然一直“隐于暗处”的报仇，也是武林侠义因时代变革的隐去。电影把“隐”隐化了，侠也就不明白自己存在的意义了，只留下老姜一股脑“北平谍影”式的自high了。这是对小说的借题发挥，继续讲求历史的设计性。诺大个北平，无数房顶，他却来到了她这儿——老姜抛出来的还有一个为妻子书写的浪漫情怀。,较差,2018-07-13
95,周公度,陕西西安,这不是仆街，这是跌入地下五百米。蠢得无边无际。,很差,2018-07-13
96,11®,Cocos Islands,内容这么多一部电影，有人看见美有人看见下作，有人看见张狂有人看见为老不尊，您呢，您只看见了车马费三个字。讽刺影评人用的手法确实低等了，不过相应地看到没拿到红包的红包影评人疯了骂大街还是觉得挺值得。怎么说，狗就得狗咬。,推荐,2018-07-10
97,ZeonGin Sou,广东广州,痛快！用姜文的霸气，来拍徐皓峰的武侠。姜文有符号、周韵有浪漫、廖凡有狠辣，黑色幽默，段子密集，又血腥暴力，离不开三板斧：练家子、讲规矩、民国武林。,力荐,2018-07-09
